鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
鳥松區,房地(土地+建物)+車位,高雄市鳥松區澄湖路208巷1~30號,20.22,住,,,1090301,土地1建物1車位1,十八層,23,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,860113.0,186.72,3,2,2,有,有,6700000,35881.0,坡道平面,0.0,0,附家電及傢俱,RPVNMLQKMHPFFIE96CA
鼓山區,房地(土地+建物)+車位,高雄市鼓山區明誠里文忠路91~120號,12.87,商,,,1090325,土地1建物1車位1,十五層,21,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,840309.0,167.81,4,2,2,有,有,8250000,49163.0,坡道平面,0.0,0,,RPPNMLSJMHPFFAE58CD
鳳山區,房地(土地+建物),高雄市鳳山區文清街1~30號,17.21,住,,,1090312,土地1建物1車位0,十九層,19,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,831026.0,121.64,3,2,2,有,有,5000000,41105.0,,0.0,0,,RPQNMLQJNHPFFGE88CA
鳳山區,房地(土地+建物)+車位,高雄市鳳山區經武路241~270號,14.85,住,,,1090318,土地2建物2車位1,二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,830112.0,126.45,3,2,2,有,有,6300000,49822.0,坡道平面,0.0,0,全棟重新翻修整理包括水電管線,RPROMLRKMHPFFGE56CA
鳳山區,房地(土地+建物)+車位,高雄市鳳山區中山東路58巷1~30號,8.0,住,,,1090319,土地1建物1車位1,二十三層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,860825.0,139.11,3,2,2,有,有,4830000,34721.0,坡道平面,33.05,0,,RPQOMLQKMHPFFGE98CA
左營區,房地(土地+建物)+車位,高雄市左營區新榮街51巷1~30號,28.45,住,,,1090313,土地1建物1車位1,十四層，十五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,950306.0,246.1,4,3,3,有,有,15700000,63795.0,坡道平面,26.45,0,,RPPPMLSLMHPFFEE09CA
左營區,房地(土地+建物)+車位,高雄市左營區新榮街121~150號,30.23,住,,,1081113,土地1建物1車位2,四層,28,住宅大樓(11層含以上有電梯),住家用,見其它登記事項,1030704.0,359.69,3,2,3,有,有,29000000,78491.0,坡道平面,46.28,4400000,,RPTPMLKMMHPFFEE78CA
左營區,房地(土地+建物),高雄市左營區南屏路331~360號,23.86,住,,,1090305,土地1建物1車位0,二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,830701.0,152.1,4,2,2,有,有,6650000,43721.0,,0.0,0,含增建或未登記建物。;,RPQQMLNLMHPFFEE78CA
左營區,房地(土地+建物)+車位,高雄市左營區介壽路221巷1~30號,23.91,住,,,1090312,土地1建物1車位1,二層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000916.0,129.98000000000002,3,2,2,有,有,5830000,44853.0,坡道機械,0.0,0,,RPRRMLKLMHPFFEE68CA
楠梓區,房地(土地+建物),高雄市楠梓區青埔街70巷1~30號,8.25,住,,,1090322,土地1建物1車位0,九層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1011109.0,82.55,2,1,1,有,無,3600000,43610.0,,0.0,0,,RPOQMLQKMHPFFEE78CA
左營區,房地(土地+建物)+車位,高雄市左營區新莊一路121~150號,14.04,住,,,1090313,土地1建物1車位1,二十五層，二十六層,27,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,830811.0,222.26,3,3,3,有,有,9000000,40493.0,坡道平面,0.0,0,含增建或未登記建物。;,RPSNMLRKMHPFFEE98CA
楠梓區,房地(土地+建物)+車位,高雄市楠梓區楠盛街121~150號,24.1,商,,,1090317,土地1建物1車位1,十一層，十二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,850205.0,205.43,6,0,6,有,有,6500000,31641.0,坡道平面,0.0,0,,RPROMLPKMHPFFEE78CA
三民區,房地(土地+建物)+車位,高雄市三民區明仁路31~60號,34.1,住,,,1090205,土地1建物1車位3,二十八層,28,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1021209.0,370.91,4,2,3,有,有,30600000,82444.0,坡道平面,85.26,7050000,,RPUNMLSJNHPFFDE56CA
三民區,房地(土地+建物)+車位,高雄市三民區義華路421巷1~30號,8.14,商,,,1090322,土地1建物1車位1,二層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,900322.0,90.14,2,2,1,有,有,4500000,49922.0,坡道機械,0.0,0,廚具換新,RPOOMLRLMHPFFDE68CA
三民區,房地(土地+建物)+車位,高雄市三民區大順二路901~930號,8.99,商,,,1090213,土地1建物1車位1,十三層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,870508.0,114.67000000000002,3,2,2,有,有,4900000,42731.0,坡道機械,0.0,0,親友、員工或其他特殊關係間之交易。;,RPPPMLSLMHPFFDE98CA
三民區,房地(土地+建物),高雄市三民區明誠一路151~180號,14.78,住,,,1090319,土地1建物1車位0,三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010926.0,112.74,3,2,1,有,有,5650000,50115.0,,0.0,0,,RPQPMLRKMHPFFDE88CA
三民區,房地(土地+建物)+車位,高雄市三民區天祥二路31~60號,21.31,住,,,1090306,土地1建物1車位1,十二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030831.0,200.53,3,2,2,有,有,11880000,59243.0,坡道平面,23.23,0,,RPQNMLQKMHPFFDE58CA
三民區,房地(土地+建物)+車位,高雄市三民區天祥二路31~60號,21.31,住,,,1090304,土地1建物1車位2,十層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030831.0,223.77,3,2,2,有,有,12330000,55101.0,坡道平面,46.46,0,,RPRNMLQKMHPFFDE68CA
前鎮區,房地(土地+建物)+車位,高雄市前鎮區光華三路241~270號,17.46,商,,,1090313,土地1建物1車位1,十四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,950302.0,196.54,4,2,2,有,有,13000000,68412.0,坡道平面,28.44,1500000,,RPRNMLKLMHPFFCE08CA
前鎮區,房地(土地+建物),高雄市前鎮區文林街121~150號,5.12,商,,,1090316,土地2建物1車位0,十七層，十八層,39,住宅大樓(11層含以上有電梯),住家用,見其它登記事項,880209.0,143.14,3,2,2,有,有,7200000,50300.0,,0.0,0,,RPXNMLQKMHPFFCE56CA
前金區,房地(土地+建物)+車位,高雄市前金區民生二路181~210號,22.0,商,,,1081219,土地1建物1車位2,三十二層,34,住宅大樓(11層含以上有電梯),住家用,見其它登記事項,990602.0,591.1,0,0,0,無,有,60280000,99657.0,坡道平面,36.4,5000000,,RPTNMLPKNHPFFAE58CA
鼓山區,房地(土地+建物)+車位,高雄市鼓山區美術南二路70巷31~60號,17.36,住,,,1090319,土地1建物1車位1,八層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,960510.0,120.72,3,2,2,有,有,8380000,69417.0,坡道機械,0.0,0,,RPQOMLRLMHPFFAE58CA
鼓山區,房地(土地+建物)+車位,高雄市鼓山區大順一路1041巷1~30號,11.14,住,,,1090225,土地1建物1車位1,十八層,27,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,840707.0,131.37,3,2,2,有,有,6200000,47195.0,坡道機械,0.0,800000,含增建或未登記建物。,RPPNMLKLMHPFFAE67CA
前金區,房地(土地+建物)+車位,高雄市前金區民生二路181~210號,15.11,商,,,1090316,土地1建物1車位1,二十八層,34,住宅大樓(11層含以上有電梯),住家用,見其它登記事項,990602.0,395.62,4,3,4,有,有,43800000,109162.0,坡道平面,18.2,2600000,,RPWNMLOKMHPFFAE68CA
鼓山區,房地(土地+建物)+車位,高雄市鼓山區文信路301~330號,12.81,商,,,1090311,土地1建物1車位1,九層,16,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,850907.0,158.34,4,2,2,有,有,8050000,50840.0,坡道機械,0.0,0,含增建或未登記建物。;附裝潢,RPXNMLQKMHPFFAE98CA
鼓山區,房地(土地+建物),高雄市鼓山區美術東二路132巷31~60號,16.37,住,,,1090315,土地1建物1車位0,六層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,930811.0,126.19,3,2,2,有,有,7400000,58642.0,,0.0,0,,RPVNMLRKMHPFFAE88CA
鼓山區,房地(土地+建物)+車位,高雄市鼓山區裕誠路1771~1800號,23.33,商,,,1090226,土地1建物1車位2,十二層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030613.0,366.94,4,2,3,有,有,29000000,79032.0,坡道平面,35.96,0,,RPOOMLPJNHPFFAE08CA
三民區,房地(土地+建物),高雄市三民區大順二路181~210號,5.94,商,,,1090318,土地1建物1車位0,十層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,940614.0,78.12,2,1,1,有,有,4380000,56068.0,,0.0,0,,RPPOMLPJNHPFFDE48CA
楠梓區,房地(土地+建物),高雄市楠梓區土庫三路251巷1~30號,8.06,住,,,1090227,土地2建物1車位0,十四層,17,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010817.0,71.3,2,2,1,有,有,3550000,49790.0,,0.0,0,,RPROMLNLMHPFFEE68CA
左營區,房地(土地+建物),高雄市左營區自由二路91~120號,16.83,住,,,1090312,土地1建物1車位0,五層，電梯樓梯間,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,830601.0,155.2,3,2,2,有,無,7500000,48325.0,,0.0,0,,RPVNMLOLMHPFFEE09CA
左營區,房地(土地+建物),高雄市左營區翠華路601巷1~30號,28.76,住,,,1090321,土地1建物1車位0,三層,16,住宅大樓(11層含以上有電梯),住家用,見使用執照,880303.0,188.8,4,2,2,有,有,5987000,31711.0,,0.0,0,,RPWNMLLJNHPFFEE78CA
鳳山區,房地(土地+建物)+車位,高雄市鳳山區文德里文衡路391~420號,19.05,住,,,1090123,土地1建物1車位1,十一層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,860627.0,169.13,4,2,2,有,有,7900000,46710.0,坡道平面,0.0,0,,RPQNMLPLMHPFFGE88CA
鳳山區,房地(土地+建物)+車位,高雄市鳳山區中山東路58巷31~60號,7.87,住,,,1090306,土地1建物1車位1,十二層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,860825.0,122.43,2,2,2,有,有,4300000,35122.0,坡道機械,0.0,0,含增建或未登記建物。;,RPTOMLRLMHPFFGE86CA
三民區,房地(土地+建物),高雄市三民區順昌街91~120號,7.03,商,,,1090226,土地2建物1車位0,十一層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,990115.0,61.23,1,1,1,有,有,3000000,48996.0,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPTNMLQKMHPFFDE98DA
鳳山區,房地(土地+建物),高雄市鳳山區文化西路61~90號,12.04,住,,,1090407,土地1建物1車位0,十二層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,851204.0,72.78,2,1,1,有,有,2700000,37098.0,,0.0,0,,RPPNMLKKMHPFFGE48CD
大寮區,房地(土地+建物),高雄市大寮區仁德路16巷1~30號,13.35,住,,,1090310,土地1建物1車位0,十二層,16,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,821231.0,117.1,3,2,2,有,有,2850000,24338.0,,0.0,0,,RPTNMLNLMHPFFLE86CA
鳳山區,房地(土地+建物),高雄市鳳山區凱旋路211~240號,13.31,住,,,1090322,土地1建物1車位0,二層,19,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,840608.0,127.22,3,2,2,有,有,4230000,33249.0,,0.0,0,賣方已相當減價出售予買方，買方同意賣方對本買賣標的物無須負擔瑕疵擔保責任。,RPPOMLRLMHPFFGE09CA
鳳山區,房地(土地+建物),高雄市鳳山區過雄街27巷61~90號,11.75,住,,,1090219,土地2建物1車位0,八層,16,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,811030.0,59.69000000000001,2,1,1,有,無,2000000,33506.0,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPQOMLRLMHPFFGE56CA
楠梓區,房地(土地+建物),高雄市楠梓區德民路820巷1~30號,10.08,住,,,1090314,土地1建物1車位0,九層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000526.0,76.00999999999998,2,1,1,有,有,4050000,53282.0,,0.0,0,,RPWNMLSLMHPFFEE96CA
左營區,房地(土地+建物)+車位,高雄市左營區大中一路391~420號,12.34,住,,,1090313,土地1建物1車位1,十一層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,880930.0,152.78,4,2,2,有,無,6100000,39927.0,坡道機械,9.73,0,,RPTOMLLLMHPFFEE68CA
楠梓區,房地(土地+建物)+車位,高雄市楠梓區德祥路152巷1~30號,27.47,住,,,1090310,土地1建物1車位1,九層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,790614.0,175.81,4,2,2,有,有,4800000,27302.0,坡道平面,0.0,0,,RPVOMLLLMHPFFEE88CA
三民區,房地(土地+建物)+車位,高雄市三民區天祥一路1~30號,18.71,住,,,1090313,土地1建物1車位1,十層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030312.0,139.64,3,2,2,有,有,8300000,59439.0,坡道平面,23.22,0,,RPRPMLOLMHPFFDE78CA
三民區,房地(土地+建物)+車位,高雄市三民區天祥二路1~30號,10.37,住,,,1090321,土地1建物1車位1,十層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030831.0,110.47,2,2,1,有,有,7250000,68203.0,坡道平面,23.23,1300000,,RPWOMLMLMHPFFDE98CA
三民區,房地(土地+建物),高雄市三民區明吉路31~60號,15.5,住,,,1090318,土地1建物1車位0,九層，電梯樓梯間,16,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,830502.0,103.25,3,2,2,有,有,5600000,54237.0,,0.0,0,,RPOPMLRKMHPFFDE68CA
三民區,房地(土地+建物)+車位,高雄市三民區建工路781~810號,18.85,住,,,1090316,土地2建物1車位1,三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,960131.0,121.32,3,2,2,有,有,6600000,54402.0,坡道機械,7.0,0,含增建或未登記建物。;,RPSNMLKLMHPFFDE28CA
苓雅區,房地(土地+建物),高雄市苓雅區新光路62巷1~30號,4.81,商,,,1090325,土地1建物1車位0,六層,35,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,860421.0,113.28,3,2,2,有,有,4500000,39725.0,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPPNMLNLMHPFFBE08CA
苓雅區,房地(土地+建物)+車位,高雄市苓雅區新光路62巷1~30號,5.5,商,,,1090322,土地1建物1車位1,七層,35,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,860421.0,140.01,3,2,2,有,有,5300000,37854.0,坡道平面,0.0,500000,,RPRNMLNLMHPFFBE28CA
鼓山區,房地(土地+建物)+車位,高雄市鼓山區美術南三路241~270號,18.48,住,,,1090313,土地1建物1車位1,八層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,921022.0,149.28,3,2,2,有,有,9600000,64801.0,坡道平面,18.11,1100000,,RPPNMLTLMHPFFAE58CA
鼓山區,房地(土地+建物)+車位,高雄市鼓山區美術南二路121~150號,21.66,住,,,1090323,土地1建物1車位1,十三層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,940616.0,154.92000000000004,3,2,2,有,有,9500000,59250.0,坡道平面,19.9,1500000,,RPTNMLMLMHPFFAE28CA
鼓山區,房地(土地+建物)+車位,高雄市鼓山區美術南三路61~90號,22.03,住,,,1090318,土地1建物1車位1,十二層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020805.0,219.39,4,2,2,有,有,17500000,79767.0,坡道平面,18.77,0,親友、員工或其他特殊關係間之交易。;,RPVOMLRKMHPFFAE98CA
鼓山區,房地(土地+建物),高雄市鼓山區裕誠路1501~1530號,6.93,商,,,1090224,土地1建物1車位0,十一層,16,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,800810.0,88.95,2,1,1,有,有,4700000,52839.0,,0.0,0,,RPQOMLKLMHPFFAE87CA
鼓山區,房地(土地+建物)+車位,高雄市鼓山區美術東二路31~60號,20.58,住,,,1090325,土地1建物1車位1,十四層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,931206.0,146.15,4,2,2,有,有,8800000,60212.0,坡道平面,0.0,0,,RPTNMLRKMHPFFAE68CA
鼓山區,房地(土地+建物)+車位,高雄市鼓山區美術北三路91~120號,31.67,住,,,1090306,土地1建物1車位2,十二層,28,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010419.0,329.03,4,2,2,有,有,23500000,71422.0,坡道平面,61.64,0,,RPQOMLTLMHPFFAE78CA
鼓山區,房地(土地+建物)+車位,高雄市鼓山區美術北三路91~120號,21.07,商,,,1090301,土地1建物1車位1,十四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,950808.0,208.62,4,2,2,有,有,13100000,62794.0,坡道平面,14.73,0,,RPQNMLPJNHPFFAE18CA
苓雅區,房地(土地+建物),高雄市苓雅區武廟路61~90號,8.79,商,,,1090319,土地1建物1車位0,四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,821229.0,103.82,3,2,2,有,有,4200000,40455.0,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPRNMLMLMHPFFBE18CA
前鎮區,房地(土地+建物)+車位,高雄市前鎮區武慶一路331~360號,14.34,商,,,1090305,土地3建物1車位1,十五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030715.0,154.05,2,2,2,有,有,9400000,61019.0,坡道平面,16.44,0,,RPSOMLMLMHPFFCE48CA
前鎮區,房地(土地+建物)+車位,高雄市前鎮區三多二路421~450號,10.34,商,,,1090318,土地1建物1車位2,五層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,910205.0,162.25,3,2,2,有,有,8800000,54237.0,坡道機械,0.0,0,,RPROMLLLMHPFFCE28CA
三民區,房地(土地+建物),高雄市三民區正興路53巷1~30號,7.87,商,,,1090325,土地1建物1車位0,十一層,17,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,811118.0,90.07,3,2,1,有,有,3480000,38637.0,,0.0,0,,RPPNMLSKMHPFFDE68CA
三民區,房地(土地+建物)+車位,高雄市三民區鼎力路61~90號,6.42,商,,,1090327,土地1建物1車位1,十層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1021023.0,86.53,2,1,1,有,有,5450000,62984.0,坡道機械,0.0,0,,RPPRMLNKNHPFFDE68CA
楠梓區,房地(土地+建物)+車位,高雄市楠梓區惠民路233巷1~30號,15.64,住,,,1090311,土地1建物1車位1,七層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,950816.0,141.28,3,2,2,有,有,5600000,39638.0,坡道平面,0.0,0,,RPTNMLKLMHPFFEE48CA
左營區,房地(土地+建物),高雄市左營區太華街31~60號,10.52,住,,,1090321,土地1建物1車位0,十層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000714.0,77.50999999999998,3,2,1,有,有,5400000,69668.0,,0.0,0,含增建或未登記建物。,RPSOMLKLMHPFFEE48CA
楠梓區,房地(土地+建物)+車位,高雄市楠梓區加宏路191巷51弄1~30號,6.64,商,,,1090303,土地1建物1車位1,十層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,951130.0,90.69,2,1,1,有,有,4590000,50612.0,坡道機械,5.13,0,含增建或未登記建物。;,RPOPMLKLMHPFFEE18CA
左營區,房地(土地+建物)+車位,高雄市左營區榮總路223巷1~30號,9.83,住,,,1090322,土地1建物1車位1,五層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,870629.0,127.33,3,2,2,有,有,5150000,40446.0,坡道機械,7.54,0,含增建或未登記建物。;,RPPPMLKLMHPFFEE28CA
左營區,房地(土地+建物)+車位,高雄市左營區榮成一街1~30號,11.6,住,,,1090317,土地1建物1車位1,十二層,13,住宅大樓(11層含以上有電梯),住家用,見使用執照,880920.0,96.54,2,1,1,有,有,4150000,42987.0,坡道機械,10.49,0,,RPQPMLLLMHPFFEE48CA
楠梓區,房地(土地+建物)+車位,高雄市楠梓區興泰街61~90號,23.62,住,,,1090307,土地3建物1車位1,七層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1011122.0,148.21,3,2,2,有,有,7080000,47770.0,坡道平面,24.97,0,,RPPQMLNLMHPFFEE68CA
左營區,房地(土地+建物)+車位,高雄市左營區辛亥路241~270號,23.99,住,,,1090309,土地1建物1車位1,十二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030703.0,147.11,3,2,2,有,有,11500000,78173.0,坡道平面,27.52,0,,RPQOMLPJNHPFFEE68CA
楠梓區,房地(土地+建物)+車位,高雄市楠梓區藍田路841~870號,20.31,住,,,1090130,土地1建物1車位1,六層,15,住宅大樓(11層含以上有電梯),住家用,見其它登記事項,1031013.0,133.3,3,2,2,有,有,7350000,55139.0,坡道平面,15.38,0,,RPVNMLRJNHPFFEE66CA
岡山區,房地(土地+建物)+車位,高雄市岡山區勵志二路31~60號,34.48,住,,,1090314,土地1建物1車位1,六層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,950512.0,173.74,3,2,2,有,無,5750000,33095.0,坡道平面,0.0,0,,RPTNMLMLMHPFFFE78CA
左營區,房地(土地+建物)+車位,高雄市左營區福山里重愛路241~270號,9.96,商,,,1090315,土地1建物1車位1,十六層,25,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1021202.0,205.29,4,2,2,有,有,16100000,77642.0,坡道機械,10.55,980000,,RPWOMLOKNHPFFEE66CA
楠梓區,房地(土地+建物)+車位,高雄市楠梓區楠盛街91~120號,13.7,商,,,1090316,土地1建物1車位1,十二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,850205.0,124.29,3,2,2,有,有,4000000,32183.0,坡道平面,0.0,0,,RPUOMLNKNHPFFEE98CA
鳳山區,房地(土地+建物)+車位,高雄市鳳山區凱旋路271~300號,15.5,住,,,1090324,土地1建物1車位1,九層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,811028.0,136.14,3,2,2,有,有,5600000,41134.0,坡道平面,0.0,0,,RPVNMLTLMHPFFGE17CA
大寮區,房地(土地+建物),高雄市大寮區長泰街1~30號,11.92,商,,,1090322,土地3建物1車位0,三層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,880305.0,106.06,3,2,2,有,有,3380000,31869.0,,0.0,0,,RPUNMLKMMHPFFLE76CA
仁武區,房地(土地+建物),高雄市仁武區八德南路398巷1~30號,15.92,住,,,1090323,土地3建物1車位0,十一層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,850702.0,111.02,3,2,2,有,有,4500000,40533.0,,0.0,0,附贈燈飾、熱水器、瓦斯爐、抽油煙機等家具,RPUOMLOJNHPFFIE76CA
鳳山區,房地(土地+建物),高雄市鳳山區東門街31~60號,14.25,商,,,1090219,土地1建物1車位0,四層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,840325.0,102.86,3,2,2,有,有,3500000,34027.0,,0.0,0,,RPPNMLRJNHPFFGE88CA
大樹區,房地(土地+建物),高雄市大樹區新鎮?路31~60號,10.61,住,,,1090319,土地1建物1車位0,三層,16,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,841211.0,96.03,3,2,2,有,有,2880000,29991.0,,0.0,0,,RPVOMLNLMHPFFGE66CA
左營區,房地(土地+建物)+車位,高雄市左營區文康路241~270號,8.86,商,,,1090321,土地1建物1車位1,十層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,841027.0,119.54,3,2,2,有,有,6700000,56048.0,坡道機械,0.0,0,,RPUNMLOLMHPFFEE98CA
左營區,房地(土地+建物),高雄市左營區崇德路121~150號,7.42,商,,,1090313,土地1建物1車位0,十四層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,900425.0,69.74,2,2,1,有,有,3940000,56496.0,,0.0,0,含增建或未登記建物。,RPOQMLOLMHPFFEE68CA
左營區,房地(土地+建物),高雄市左營區城峰路1~30號,9.24,住,,,1090321,土地1建物1車位0,十五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,970410.0,92.5,2,2,1,有,有,4550000,49189.0,,0.0,0,,RPSQMLNLMHPFFEE98CA
左營區,房地(土地+建物)+車位,高雄市左營區大中二路241~270號,10.5,住,,,1090316,土地1建物1車位1,六層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,960112.0,92.5,2,1,1,有,有,4300000,46486.0,坡道機械,0.0,0,,RPPRMLKLMHPFFEE48CA
左營區,房地(土地+建物),高雄市左營區重惠街121~150號,7.85,商,,,1090321,土地1建物1車位0,十二層,14,住宅大樓(11層含以上有電梯),住家用,見使用執照,890503.0,82.28,2,1,1,有,有,3600000,43753.0,,0.0,0,,RPOOMLLLMHPFFEE18CA
三民區,房地(土地+建物)+車位,高雄市三民區明哲路31~60號,20.74,住,,,1090206,土地1建物1車位1,八層,18,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,821126.0,184.83,4,2,2,有,有,8300000,44906.0,坡道平面,0.0,0,親友、員工或其他特殊關係間之交易。;,RPXOMLMKNHPFFDE09CA
三民區,房地(土地+建物),高雄市三民區正忠路351巷1~30號,9.79,商,,,1090320,土地1建物1車位0,三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030815.0,81.83,2,2,1,有,有,4680000,57192.0,,0.0,0,,RPTOMLLLMHPFFDE58CA
三民區,房地(土地+建物)+車位,高雄市三民區寶業里褒揚東街1~30號,42.34,住,,,1090316,土地1建物1車位2,十三層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1031110.0,268.86,4,2,2,有,有,10700000,39798.0,坡道平面,64.64,0,親友、員工或其他特殊關係間之交易。;,RPSOMLMLMHPFFDE58CA
三民區,房地(土地+建物),高雄市三民區裕誠路61~90號,12.65,住,,,1090330,土地1建物1車位0,十三層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,860709.0,124.69,3,2,2,有,有,5700000,45713.0,,0.0,0,含增建或未登記建物。;,RPTOMLMLMHPFFDE68CA
三民區,房地(土地+建物)+車位,高雄市三民區正興路1~30號,13.04,商,,,1090323,土地1建物1車位1,七層,25,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,810514.0,188.22,3,2,2,有,有,6600000,35065.0,坡道平面,0.0,0,親友、員工或其他特殊關係間之交易。;,RPSPMLKLMHPFFDE48CA
