鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
中山區,房地(土地+建物),臺北市中山區南京東路三段91~120號,17.83,商,,,1090326,土地3建物1車位0,八層,11,辦公商業大樓,商業用,鋼筋混凝土造,0611219,146.35,0,0,0,無,有,30900000,211152,,0.0,0,,RPQNMLKKNHPFFCA57CA
內湖區,土地,潭美段三小段841~870地號,19.14,工,,,1090317,土地1建物0車位0,,0,其他,,,,0.0,0,0,0,有,無,7527000,393260,,0.0,0,本件買賣包括賣方所有之一切定著物、地上物、地下物、工作物、出產物、天然孳息及木石天然資源等全部在內。,RPTNMLMKNHPFFCA08CA
中山區,房地(土地+建物)+車位,臺北市中山區新生北路二段62巷1~30號,9.71,商,,,1090327,土地1建物1車位1,三層,19,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1050322,159.54000000000002,3,2,2,有,有,28000000,175505,坡道平面,33.33,0,,RPRSMLNKNHPFFCA48CA
內湖區,車位,臺北市內湖區康寧路三段189巷31~60號,4.06,住,,,1090324,土地0建物0車位1,地下二層,6,其他,見使用執照,鋼筋混凝土造,0801125,37.71,0,0,0,有,有,1350000,,升降平面,0.0,1350000,,RPSQMLTKNHPFFCA98CA
南港區,房地(土地+建物),臺北市南港區八德路四段871~900號,4.84,商,,,1090307,土地1建物1車位0,十三層,16,套房(1房1廳1衛),住家用,鋼筋混凝土造,0841219,45.9,1,1,1,有,有,7280000,158606,,0.0,0,含增建或未登記建物。;內含獨立產權公設，未包含在棟數內。,RPSPMLNKMHPFFDA28CA
信義區,房地(土地+建物)+車位,臺北市信義區吳興街600巷76弄1~30號,26.15,住,,,1090305,土地4建物1車位1,七層,9,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1060907,190.7,3,2,2,有,有,32200000,200615,坡道平面,41.16,2200000,,RPPNMLOKMHPFFDA87CA
信義區,房地(土地+建物)+車位,臺北市信義區吳興街600巷76弄1~30號,27.71,住,,,1090209,土地4建物1車位2,五層,10,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1060907,231.85999999999999,3,2,2,有,有,37000000,212652,坡道平面,82.32,5200000,,RPQNMLOKMHPFFDA97CA
信義區,房地(土地+建物),臺北市信義區大道路91~120號,32.0,住,,,1090305,土地1建物1車位0,一層，平台，騎樓,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,97.2,1,1,2,有,無,34600000,355967,,0.0,0,,RPVNMLOKMHPFFDA48CA
信義區,車位,臺北市信義區忠孝東路五段372巷27弄61~90號,4.51,住,,,1090320,土地0建物0車位1,地下層,7,其他,見使用執照,鋼筋混凝土造,,21.34,0,0,0,有,無,1000000,,坡道平面,21.34,1000000,親友、員工或其他特殊關係間之交易。;,RPOOMLOKMHPFFDA87CA
信義區,房地(土地+建物),臺北市信義區光復南路473巷1~30號,16.05,住,,,1090315,土地1建物1車位0,八層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0970328,76.91,1,2,2,有,有,27680000,359901,,0.0,0,含增建或未登記建物。;,RPSOMLOKMHPFFDA28CA
信義區,房地(土地+建物),臺北市信義區松山路331~360號,15.88,商,,,1090201,土地1建物1車位0,三層，陽台,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0640613,46.6,3,1,1,有,無,7000000,150215,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPOPMLOKMHPFFDA97CA
信義區,房地(土地+建物)+車位,臺北市信義區光復南路421巷1~30號,17.58,住,,,1090315,土地1建物1車位1,四層,9,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1070814,110.00999999999999,2,2,2,有,有,34000000,309063,升降機械,0.0,0,,RPROMLPKMHPFFDA28CA
松山區,房地(土地+建物),臺北市松山區南京東路五段211~240號,5.23,其他,,,1090315,土地1建物1車位0,十二層,18,套房(1房1廳1衛),住家用,鋼筋混凝土造,0980331,65.49000000000001,1,1,1,有,有,15850000,242022,,0.0,0,,RPQRMLQKMHPFFDA58CA
松山區,房地(土地+建物),臺北市松山區復興北路181~210號,21.32,商,,,1090116,土地1建物1車位0,八層,16,辦公商業大樓,住家用,鋼筋混凝土造,0731214,163.36,0,0,0,無,有,39000000,238737,,0.0,0,,RPTRMLQKMHPFFDA88CA
南港區,房地(土地+建物)+車位,臺北市南港區經貿二路255巷31~60號,25.05,住,,,1080329,土地1建物1車位1,一層,9,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1090212,143.57,0,0,0,無,有,31610000,268119,升降平面,33.88,2200000,,RPXRMLQKMHPFFDA66CA
南港區,房地(土地+建物)+車位,臺北市南港區經貿二路255巷31~60號,22.9,住,,,1080115,土地1建物1車位1,九層,9,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1090212,140.75,3,2,1,有,有,24700000,211472,升降平面,33.88,2100000,,RPOSMLQKMHPFFDA48CA
南港區,房地(土地+建物)+車位,臺北市南港區經貿二路255巷31~60號,24.34,住,,,1070621,土地1建物1車位1,八層,9,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1090212,133.69,3,2,1,有,有,24030000,219217,升降平面,33.88,2150000,,RPPSMLQKMHPFFDA58CA
信義區,房地(土地+建物),臺北市信義區信義路六段26巷1~30號,31.47,住,,,1081216,土地1建物1車位0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0691203,113.03,3,2,2,有,無,17600000,155711,,0.0,0,含增建或未登記建物。;,RPXNMLPKMHPFFDA78CA
信義區,房地(土地+建物),臺北市信義區永吉路180巷1~30號,8.4,住,,,1090309,土地1建物1車位0,全,3,透天厝,住家用,加強磚造,0520601,25.08,6,2,2,有,無,3100000,123604,,0.0,0,,RPQNMLLLMHPFFDA77CA
信義區,建物,臺北市信義區忠孝東路五段423巷1~30號,0.0,,,,1090302,土地0建物1車位0,三層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0690318,74.52,2,2,2,有,無,4500000,60386,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPRNMLLLMHPFFDA87CA
信義區,土地,雅祥段四小段631~660地號,100.52,其他,,,1090323,土地1建物0車位0,,0,其他,,,,0.0,0,0,0,有,無,5973050,59422,,0.0,0,包含公共設施保留地之交易。;,RPRPMLSLMHPFFDA78CA
信義區,房地(土地+建物),臺北市信義區虎林街76巷1~30號,25.54,住,,,1090221,土地1建物1車位0,四層,7,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,103.14999999999999,3,2,1,有,有,16500000,159961,,0.0,0,,RPWOMLLKNHPFFDA48CA
松山區,房地(土地+建物),臺北市松山區南京東路五段61~90號,10.5,商,,,1090316,土地1建物1車位0,六層,14,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0731004,102.97,3,2,2,有,無,20200000,196174,,0.0,0,,RPPNMLMKNHPFFDA77CA
士林區,房地(土地+建物),臺北市士林區社正路45巷4弄1~30號,25.11,商,,,1090317,土地1建物1車位0,四層,5,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1050825,87.50999999999999,2,1,1,有,無,14500000,165695,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPVNMLNKMHPFFEA48CA
北投區,房地(土地+建物),臺北市北投區東華街二段300巷1~30號,54.5,住,,,1090221,土地1建物1車位0,全,2,透天厝,住家用,磚造,0580820,74.42,2,2,2,有,無,13500000,181403,,0.0,0,含增建或未登記建物。;,RPQNMLOKMHPFFEA08CA
士林區,房地(土地+建物),臺北市士林區社子街84巷1~30號,25.0,住,,,1090301,土地1建物1車位0,四層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0660303,77.3,2,2,1,有,無,7500000,97025,,0.0,0,含增建或未登記建物。;,RPUNMLOKMHPFFEA48CA
北投區,房地(土地+建物)+車位,臺北市北投區裕民六路121~150號,18.87,商,,,1090314,土地1建物1車位2,六層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040305,245.32,3,2,2,有,有,48700000,198516,坡道機械,55.22,0,,RPROMLOKMHPFFEA28CA
北投區,房地(土地+建物),臺北市北投區溫泉路銀光巷1~30號,21.71,其他,,,1090331,土地1建物1車位0,一層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0740517,66.77000000000001,3,2,2,有,無,5700000,85368,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPXOMLOKMHPFFEA88CA
北投區,房地(土地+建物)+車位,臺北市北投區幽雅路1~30號,11.86,其他,,,1090309,土地1建物1車位1,十層,13,套房(1房1廳1衛),住家用,鋼筋混凝土造,0980205,95.25,1,1,1,有,有,9500000,99738,坡道機械,23.23,0,含增建或未登記建物。;,RPOPMLOKMHPFFEA08CA
士林區,土地,富安段一小段241~270地號,330.93,其他,,,1090323,土地1建物0車位0,,0,其他,,,,0.0,0,0,0,有,無,4238973,12809,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPRNMLQKMHPFFEA38CA
北投區,房地(土地+建物)+車位,臺北市北投區光明路181~210號,19.21,其他,,,1090203,土地1建物1車位1,八層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000520,183.11,3,2,2,有,有,35500000,193873,塔式車位,5.64,0,,RPTOMLRKMHPFFEA78CA
士林區,車位,臺北市士林區士商路121~150號,10.25,住,,,1090401,土地0建物0車位2,,0,其他,,,,67.75,0,0,0,有,有,6900000,,坡道平面,67.74,6900000,親友、員工或其他特殊關係間之交易。;,RPSOMLLLMHPFFEA18CA
士林區,土地,華岡段四小段451~480地號,152.65,其他,,,1090323,土地4建物0車位0,,0,其他,,,,0.0,0,0,0,有,無,502500,3292,,0.0,0,包含公共設施保留地之交易。;,RPTPMLSLMHPFFEA09CA
士林區,房地(土地+建物),臺北市士林區中山北路七段22巷1~30號,53.6,住,,,1090305,土地1建物1車位0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0670109,160.34,4,2,2,有,無,25000000,155919,,0.0,0,含增建或未登記建物。;,RPVNMLTLMHPFFEA56CA
北投區,房地(土地+建物)+車位,臺北市北投區尊賢街242巷1~30號,38.5,住,,,1090331,土地1建物1車位1,一層，平台,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0650830,114.71,1,1,1,有,無,18000000,156917,一樓平面,0.0,0,,RPRNMLKMMHPFFEA97CA
北投區,房地(土地+建物)+車位,臺北市北投區三合街一段117巷38弄1~30號,41.18,住,,,1090307,土地1建物1車位1,四層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1070614,250.89999999999998,3,2,2,有,有,46660000,207533,坡道平面,39.56,2800000,,RPTNMLLKNHPFFEA18CA
北投區,房地(土地+建物)+車位,臺北市北投區三合街一段117巷31~60號,31.91,住,,,1090212,土地1建物1車位1,一層,9,店面(店鋪),見其他登記事項,鋼筋混凝土造,1070614,174.31,0,1,1,有,有,41310000,284304,坡道平面,39.56,3000000,,RPWNMLLKNHPFFEA48CA
北投區,房地(土地+建物),臺北市北投區尊賢街218巷1~30號,15.38,住,,,1090326,土地1建物1車位0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0740507,54.98,3,2,2,有,無,6500000,118225,,0.0,0,,RPQPMLLKNHPFFEA08CA
大安區,房地(土地+建物)+車位,臺北市大安區忠孝東路三段217巷5弄1~30號,46.33,住,,,1081219,土地1建物1車位1,二層，陽台,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0610705,187.3,4,2,3,有,有,18800000,100374,坡道平面,0.0,0,親友、員工或其他特殊關係間之交易。;二親等間買賣,RPPNMLOKMHPFFFA08CA
大安區,車位,臺北市大安區安和路二段61~90號,1.34,住,,,1090401,土地0建物0車位2,地下二層,25,其他,停車空間,鋼筋混凝土造,0780810,39.63,0,0,0,有,有,5000000,,坡道平面,39.64,5000000,,RPOOMLOKMHPFFFA08CA
士林區,房地(土地+建物)+車位,臺北市士林區大南路331~360號,22.38,工,,,1090331,土地1建物1車位1,十三層,15,廠辦,見其他登記事項,鋼筋混凝土造,0961108,156.94,3,2,2,有,有,26000000,165668,坡道平面,29.08,0,,RPVOMLQJNHPFFEA88CA
大安區,建物,臺北市大安區信義路三段99巷1~30號,0.0,,,,1090330,土地0建物3車位0,三層,4,公寓(5樓含以下無電梯),住家用,加強磚造,0571218,13.91,0,0,0,無,無,50000,3595,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPSNMLQKMHPFFFA58CA
大安區,建物,臺北市大安區信義路三段99巷1~30號,0.0,,,,1090330,土地0建物3車位0,三層,4,公寓(5樓含以下無電梯),住家用,加強磚造,0571218,13.91,0,0,0,無,無,50000,3595,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPUNMLQKMHPFFFA78CA
大安區,房地(土地+建物),臺北市大安區溫州街16巷1~30號,31.96,住,,,1090306,土地1建物1車位0,一層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0720701,124.02,3,2,2,有,有,30000000,241896,,0.0,0,,RPTOMLRKMHPFFFA88CA
大安區,房地(土地+建物),臺北市大安區敦化南路二段172巷1~30號,25.01,住,,,1090228,土地1建物1車位0,五層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1080702,138.18,0,0,0,無,有,50580000,366044,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPSNMLRJNHPFFFA68CA
大安區,車位,臺北市大安區敦化南路二段172巷1~30號,0.0,,,,1090228,土地0建物0車位1,,0,其他,,,,30.96,0,0,0,有,有,3180000,,其他,30.96,3180000,親友、員工或其他特殊關係間之交易。;,RPWNMLRJNHPFFFA09CA
